HDI,SL_UEM_TOTL_MA_ZS,SP_ADO_TFRT,SL_UEM_TOTL_FE_ZS,SL_TLF_ACTI_ZS,SP_DYN_LE00_MA_IN,SL_TLF_ACTI_1524_MA_ZS,SL_TLF_CACT_FE_ZS,SP_DYN_LE00_FE_IN,SL_EMP_VULN_FE_ZS,SL_TLF_CACT_MA_ZS
0.916,8.281,7.648,7.051,75.119,77.7,51.16,55.963,83.7,6.99346150561952,63.635
0.926,8.815,7.475,7.516,75.025,78.0,50.76,55.505,84.1,6.96411079202529,62.868
0.928,9.325,7.254,7.946,75.263,78.4,51.52,55.481,84.1,7.36541963542304,62.535
0.93,9.882,6.282,8.842,75.67,78.7,51.1,55.591,84.4,7.31123937256249,62.38
0.931,9.041,5.504,8.581,75.788,78.6,51.23,54.987,84.4,7.36389500532285,62.337
0.934,8.87,4.856,8.39,76.625,78.9,52.32,55.188,84.5,7.38543496893529,62.659
0.936,7.418,4.328,7.298,77.779,79.1,51.47,55.856,84.5,7.40771944519197,63.092
0.939,7.173,4.092,6.164,78.163,79.3,54.29,55.765,84.8,7.67068594045275,63.169
0.939,8.008,4.092,7.488,78.133,79.2,53.07,55.224,84.8,7.37791109719315,62.902
0.941,8.115,4.159,7.055,78.685,79.3,53.13,55.924,84.7,8.16598154738219,63.715
0.799,7.172,12.922,11.63,66.911,72.8,41.964,46.824,81.1,10.2592628146192,64.703
0.806,8.101,12.311,12.848,67.319,73.1,41.761,47.246,81.3,9.96037754888451,64.566
0.809,9.624,11.157,13.419,67.503,73.3,39.789,47.718,81.5,9.02265720328178,64.041
0.824,11.034,10.02,14.495,67.666,73.6,38.23,47.924,81.9,8.83896762776369,63.678
0.829,9.988,9.467,14.061,67.84,73.8,37.138,48.17,81.9,8.48401730305215,63.334
0.834,10.6,9.328,14.504,68.43,74.1,37.207,48.558,82.0,7.81018748885931,63.605
0.839,11.023,9.257,14.437,68.275,74.5,36.222,48.242,82.3,7.53930893768946,63.284
0.843,10.358,9.981,14.111,68.448,74.8,36.073,48.561,82.6,6.98093688701428,62.962
0.847,10.357,10.893,13.909,68.991,75.0,39.284,48.899,82.7,6.72988691292588,63.203
0.844,8.543,11.913,12.195,69.054,75.3,38.375,49.07,83.0,6.20669124842009,62.917
0.847,6.999,12.174,10.508,68.909,75.5,39.013,48.869,83.0,5.92572079978209,62.722
0.85,7.768,11.451,9.797,69.24,75.7,40.788,49.072,83.0,5.75226430300396,62.943
0.853,7.593,11.034,9.134,70.18,75.7,40.486,50.315,82.7,5.98843099414807,63.054
0.861,8.074,11.054,9.872,70.066,76.7,39.938,50.129,83.8,5.5472389382767,62.926
0.869,8.03,10.938,9.84,69.7,76.7,37.392,50.351,83.8,5.32717477541611,62.059
0.873,8.081,10.966,9.671,69.645,77.3,37.641,50.412,84.5,5.6659261824158,61.85
0.876,7.484,10.851,8.595,69.719,77.6,37.598,50.762,84.8,5.08622408133728,61.68
0.877,6.915,10.953,7.916,69.919,77.8,38.162,50.948,84.8,4.81681483260622,61.668
0.875,8.906,10.784,9.356,70.379,78.0,38.647,51.358,85.0,5.14464905855053,61.767
0.88,8.941,10.668,9.651,70.378,78.2,38.129,51.374,85.3,5.49308357364563,61.585
0.884,8.79,10.331,9.71,70.265,78.7,36.901,51.269,85.7,5.50429376262309,61.241
0.885,9.72,10.038,9.97,70.954,78.7,36.28,51.505,85.4,5.43886616543884,61.466
0.888,10.035,9.397,9.775,71.651,79.0,38.619,51.728,85.6,5.54832839115463,61.58
0.892,10.515,9.074,10.006,71.666,79.5,37.504,51.637,86.1,6.11479884413556,60.989
0.893,10.788,8.273,9.878,72.021,79.2,37.751,51.64,85.6,5.99510501200478,60.902
0.896,10.253,7.582,9.853,72.206,79.5,37.545,51.625,85.8,6.14455935896115,60.646
0.899,9.444,7.288,9.374,72.193,79.6,38.108,51.311,85.7,6.15408123172955,60.381
0.903,8.981,8.166,9.061,72.568,79.7,38.976,51.43,85.8,6.17619508369283,60.21
0.905,8.468,9.662,8.348,72.372,79.9,37.572,51.256,85.9,6.50873410583421,59.666
0.9,8.063,9.407,7.953,71.704,79.2,36.253,50.626,85.3,6.9870466875147,58.806
0.906,7.963,9.529,7.753,73.705,79.3,39.582,52.204,85.5,6.62872289079906,59.844
0.604,18.149,165.554,15.375,53.279,59.098,27.891,38.595,61.682,70.1051065017208,62.736
0.605,18.822,162.222,15.917,53.225,59.443,28.018,38.564,61.627,69.8097122849749,62.826
0.609,18.917,159.377,15.994,53.196,59.54,28.115,38.544,61.88,69.2905589385613,62.864
0.613,18.575,149.636,16.673,53.146,59.611,28.114,38.539,61.773,66.6838401119838,62.844
0.617,17.647,145.126,16.844,53.081,59.609,28.017,38.546,61.783,64.9805668783771,62.756
0.62,17.185,144.826,17.422,53.001,59.539,27.879,38.555,61.67,62.7828589999536,62.645
0.624,16.598,142.873,17.884,52.91,59.586,27.649,38.58,61.725,60.8912238675958,62.469
0.63,16.185,140.965,18.532,52.788,59.867,27.317,38.619,61.696,59.690597136869,62.238
0.627,16.312,137.004,19.824,52.586,59.874,26.831,38.667,61.81,57.6891083733921,61.968
0.626,16.176,133.846,20.893,52.415,59.896,26.353,38.724,62.24,55.44160034416,61.666
0.632,15.705,129.342,21.594,52.25,60.179,25.832,38.793,62.356,54.1777729195221,61.314
0.635,14.749,126.291,21.642,52.067,60.186,25.266,38.868,62.397,52.676499091953,60.938
0.638,14.028,123.662,21.973,51.895,60.374,24.706,38.947,62.982,50.9662466282224,60.55
0.638,13.553,121.387,22.668,51.717,60.637,24.15,39.025,63.05,48.8978218769048,60.166
0.643,12.892,119.067,23.072,51.554,60.722,23.638,39.096,63.215,46.5931660958006,59.796
0.643,13.438,117.008,24.594,51.308,61.018,22.85,39.213,63.765,45.0251471217239,59.253
0.646,13.552,115.46,25.361,51.119,61.203,22.197,39.319,64.079,43.3144901198831,58.753
0.647,14.155,113.271,26.997,50.915,61.475,21.58,39.41,64.768,41.4073617807608,58.313
0.652,14.371,111.603,27.933,50.75,61.591,21.081,39.484,65.12,40.7240914277811,57.935
0.656,14.673,111.716,29.02,50.639,62.082,20.712,39.54,65.843,39.0753371307817,57.621
0.661,14.208,111.741,28.143,50.511,62.157,20.272,39.614,66.094,38.1132976013106,57.251
0.671,13.99,109.049,27.732,50.393,62.608,19.876,39.679,66.759,37.8081056680313,56.919
0.678,14.059,107.518,27.862,50.3,62.762,19.573,39.728,67.007,37.5893732513929,56.655
0.687,14.186,105.57,28.103,50.229,62.937,19.353,39.762,67.248,37.6428082628716,56.466
0.692,14.251,103.618,28.225,50.182,63.357,19.197,39.79,67.826,37.790514368075,56.334
0.696,14.432,101.366,28.568,50.271,63.837,19.529,39.704,68.003,37.9106978487452,56.595
0.699,14.624,99.037,28.93,50.352,63.952,19.831,39.633,68.736,37.7073996183144,56.843
0.699,14.776,97.637,29.218,50.426,64.115,20.1,39.576,68.789,37.5066926065914,57.065
0.702,14.699,94.797,29.072,50.493,64.581,20.323,39.536,68.865,37.3763309757647,57.237
0.704,15.622,92.632,30.353,47.494,64.258,18.685,37.122,69.116,37.6676563379973,53.921
0.687,15.56,91.176,30.273,48.028,63.488,19.008,37.795,68.494,37.5861094244017,54.344
0.331,7.371,151.884,12.702,57.946,50.281,45.181,45.198,54.08,89.3114011161932,69.64
0.34,7.504,153.234,12.914,58.1,50.995,46.212,45.063,55.011,89.2632349353501,70.083
0.348,7.551,154.799,12.99,58.219,51.701,47.057,44.962,55.935,89.2038148729559,70.448
0.356,7.682,150.478,13.196,58.377,52.727,46.965,45.262,56.842,89.0320957919528,70.38
0.364,7.796,144.911,13.373,58.536,53.384,46.89,45.57,57.676,88.8319226831083,70.323
0.371,7.834,136.727,13.431,58.696,53.946,46.79,45.88,58.193,88.6185505475062,70.268
0.374,7.625,130.645,13.1,58.854,53.972,46.735,46.188,58.266,88.4979840772804,70.211
0.38,7.514,128.31,12.923,59.009,54.431,46.689,46.496,58.792,88.2602592359362,70.154
0.387,7.34,124.142,12.647,59.163,54.659,46.685,46.804,59.083,88.1396066478157,70.096
0.392,7.317,119.552,12.609,59.313,54.95,46.693,47.111,59.017,87.9576423237319,70.036
0.398,7.225,116.217,12.461,59.46,55.084,46.732,47.416,59.078,87.7818431815798,69.974
0.402,7.632,109.466,13.104,59.602,55.265,46.711,47.721,58.951,87.1007662575439,69.91
0.408,7.575,103.441,13.014,59.736,55.998,46.784,48.017,59.206,86.9771951133164,69.836
0.419,7.524,102.605,12.933,59.861,56.573,46.872,48.307,59.627,86.8867204965677,69.75
0.422,7.489,100.911,12.876,59.984,56.811,46.894,48.594,60.002,86.2744201639694,69.664
0.427,7.822,103.114,13.4,60.108,57.602,46.905,48.881,60.533,85.8525898183648,69.575
0.433,8.014,102.585,13.7,60.233,58.22,46.959,49.165,60.569,85.516934898123,69.485
0.442,7.624,100.276,13.087,60.36,59.048,47.048,49.448,61.112,85.417639464938,69.392
0.446,7.319,100.018,12.605,60.49,59.215,47.141,49.73,61.64,85.3938358420704,69.3
0.449,7.206,94.637,12.424,60.62,59.787,47.224,50.012,61.642,85.2455965212095,69.207
0.45,7.834,93.041,13.414,60.748,60.502,47.138,50.294,62.547,84.385772970295,69.115
0.457,7.905,91.597,13.525,60.877,60.849,47.177,50.576,63.347,84.2385389132749,69.025
0.461,7.589,88.107,11.982,61.066,61.141,46.087,51.481,63.082,83.8785857387489,68.511
0.462,6.859,82.721,9.867,61.246,61.064,44.99,52.39,63.475,83.226366302782,67.996
0.467,6.476,78.309,8.251,61.427,61.403,43.886,53.303,63.583,82.847893284448,67.481
0.472,6.087,74.03,6.62,61.615,61.763,42.772,54.218,64.264,82.3342590224236,66.966
0.477,5.47,69.575,4.8,61.806,61.709,41.651,55.137,64.284,82.017421424136,66.45
0.483,4.993,67.16,3.153,62.001,61.826,40.524,56.057,64.251,81.8601110992416,65.934
0.492,4.879,65.844,3.087,61.944,62.33,40.25,56.09,65.186,81.7221980931108,65.782
0.492,5.838,63.944,3.547,61.337,61.023,39.469,55.554,64.235,81.7018336271676,65.154
0.49,5.76,63.188,3.544,61.629,60.656,39.593,56.177,63.529,81.5396515364164,65.137
0.694,11.103,45.439,10.503,66.677,65.348,45.683,55.169,73.583,62.2346740111117,74.916
0.7,11.633,38.631,10.652,69.032,65.225,45.14,58.234,73.807,64.1087837608457,75.892
0.709,14.01,39.468,11.01,68.088,65.537,44.03,56.04,74.339,63.4392702721451,75.783
0.719,11.481,40.818,11.541,69.379,65.853,46.184,57.628,74.631,65.0140439077812,76.209
0.727,13.4,42.033,11.78,68.101,66.166,39.5,56.955,74.791,64.9525965821582,74.22
0.738,14.835,48.087,12.69,67.571,66.529,41.944,56.023,75.596,64.9216,73.715
0.744,15.26,46.049,11.673,66.011,66.731,38.612,53.724,75.952,65.3813842750599,72.367
0.755,13.913,46.148,12.574,67.583,67.193,38.212,54.967,75.784,63.4582669919664,73.256
0.751,18.111,51.144,17.591,68.289,66.705,45.065,54.198,75.873,61.0967253761747,74.55
0.756,22.096,57.28,19.076,69.964,67.391,48.35,54.635,76.427,59.8219038797325,76.399
0.763,22.466,56.836,17.557,71.253,67.603,50.189,55.796,76.572,57.5081730144496,76.951
0.771,21.539,54.241,17.375,72.031,67.856,52.796,56.134,76.854,57.5978068583143,78.104
0.779,20.748,51.057,18.35,73.17,67.651,53.54,57.257,77.205,56.7849074581602,79.637
0.784,22.108,50.671,16.178,72.837,67.866,53.679,56.434,77.436,56.7267591846724,79.697
0.793,19.93,51.365,14.48,73.488,68.309,54.025,57.349,77.934,55.5654493579541,79.818
0.798,18.731,49.524,13.936,74.746,68.477,52.555,59.005,78.131,52.4374312472484,80.251
0.802,19.994,45.119,12.578,74.053,68.696,51.44,57.933,78.43,50.2234891841377,80.754
0.807,14.991,38.814,12.724,71.945,68.836,49.517,56.751,78.224,48.0921307750536,77.358
0.816,13.939,34.66,11.245,69.713,68.495,47.805,55.648,78.153,46.0286236775479,73.701
0.816,12.813,30.968,10.169,68.414,68.493,46.015,54.626,78.429,45.1581967832062,72.741
0.807,13.07,29.077,10.226,68.68,67.74,47.676,55.115,77.874,45.4947781692169,73.203
0.809,13.184,31.654,10.375,69.33,66.803,47.298,56.12,76.681,45.0848714873837,73.616
0.835,4.427,19.012,6.531,71.767,72.1,61.974,48.128,78.7,5.67585302045653,71.843
0.842,4.906,16.719,8.223,70.997,72.6,59.829,47.873,79.2,5.7277526471014,70.605
0.852,6.461,14.664,9.321,70.627,72.7,58.073,47.623,79.2,5.8441453688032,69.973
0.858,7.54,13.096,10.32,70.622,73.1,56.662,47.799,79.6,5.61010771658779,69.427
0.863,7.051,12.398,9.631,70.221,73.3,54.279,47.685,79.7,5.90525603739791,68.578
0.868,8.238,12.554,9.587,70.19,73.6,53.261,47.85,79.9,5.46805234635331,68.164
0.874,9.305,12.505,10.584,70.339,74.0,52.796,48.206,80.3,5.69689539335185,67.886
0.879,9.289,11.968,10.439,70.458,74.5,53.16,48.436,80.6,5.58765505068885,67.646
0.884,8.556,12.249,9.226,70.878,74.8,53.574,48.987,80.8,5.61728289109841,67.418
0.89,7.642,13.698,8.272,70.74,75.0,53.314,48.884,81.0,5.83209752965929,66.693
0.897,7.766,13.649,7.776,71.114,75.5,53.069,49.334,81.3,5.85732113014275,66.249
0.902,8.699,12.894,8.209,71.244,75.4,52.448,49.397,81.2,5.68514915168406,65.74
0.906,10.185,11.995,9.285,71.772,75.6,51.869,49.781,81.3,5.7065719159547,65.424
0.915,11.258,11.329,10.087,71.693,75.9,50.193,49.481,81.6,6.14033429476494,64.807
0.916,11.397,10.954,10.896,74.108,76.2,52.047,51.152,81.8,6.8000188318703,66.217
0.92,10.314,10.721,10.174,75.335,76.4,52.806,52.029,82.0,6.63958278591056,66.382
0.923,8.545,10.674,8.796,75.881,76.9,53.612,52.453,82.3,6.71565352773252,66.305
0.926,7.415,10.564,7.645,76.151,77.2,54.367,52.559,82.4,6.34014870227865,66.359
0.925,8.103,9.948,7.313,76.521,77.3,53.894,52.951,82.5,5.91083052750669,66.229
0.929,7.37,9.687,6.5,76.539,77.5,53.369,53.052,82.6,5.85682799795543,66.06
0.935,6.028,8.996,5.578,77.217,77.9,54.448,53.99,83.1,5.99527931702022,66.527
0.937,5.551,8.546,5.181,77.104,78.1,52.912,54.022,83.1,5.86961218793558,66.431
0.938,5.498,8.075,4.919,77.427,78.1,52.568,54.571,83.0,5.6128451233159,66.409
0.942,5.281,8.114,4.631,77.565,78.7,51.712,54.759,83.6,5.47411820893042,66.319
0.941,4.968,8.318,4.218,77.382,78.3,50.192,54.708,83.1,5.24145483752861,65.868
0.941,4.45,9.511,3.74,78.506,78.6,50.65,55.645,83.5,5.22402664336348,66.578
0.944,4.128,8.618,3.317,78.869,78.7,51.009,55.915,83.4,5.10792373338821,66.721
0.946,3.79,8.004,2.91,79.074,78.6,52.21,55.965,83.3,4.99723129878017,66.81
0.951,3.495,7.524,2.734,80.071,79.0,53.871,56.596,83.7,4.68491171258196,67.459
0.948,4.225,7.417,3.444,78.821,78.7,53.406,55.56,83.5,4.50730668353149,65.944
0.948,3.99,7.465,3.24,78.924,78.54,54.845,55.471,83.38,4.12108839717292,65.833
0.452,3.46,106.435,3.52,78.264,54.673,57.21,76.488,57.356,92.3864749929227,78.657
0.457,3.771,103.394,5.605,77.965,54.945,56.801,76.079,57.522,91.5837891132527,78.442
0.463,4.358,97.043,6.073,77.659,55.486,56.387,75.664,57.341,90.4152112732737,78.225
0.465,5.088,93.965,6.721,77.347,55.082,55.963,75.245,57.14,89.444609759354,78.007
0.472,5.727,92.57,7.254,77.032,55.552,55.529,74.822,57.578,88.4244997266651,77.789
0.477,6.391,86.74,7.818,76.714,55.724,55.087,74.395,57.918,87.3277081130818,77.57
0.483,6.986,86.591,8.305,76.394,55.969,54.634,73.962,58.434,86.0701100268897,77.349
0.488,7.593,84.643,8.808,76.07,56.422,54.174,73.524,58.782,84.4572714322804,77.125
0.494,9.448,81.969,10.755,75.747,56.84,53.705,73.082,59.224,83.2779646463377,76.9
0.5,10.186,83.564,10.737,75.423,57.101,53.229,72.634,59.289,82.0306096451126,76.674
0.499,9.362,81.553,9.908,75.126,57.019,52.749,72.16,59.196,82.4930713106733,76.474
0.506,8.462,79.362,9.008,74.828,57.369,52.263,71.681,59.852,82.9480220020742,76.273
0.51,7.466,77.212,8.014,74.53,57.794,51.772,71.197,60.434,83.4208931866567,76.071
0.517,6.488,77.572,7.036,74.229,57.904,51.283,70.709,60.483,83.9041627478066,75.867
0.529,5.547,77.287,6.093,73.923,58.434,50.794,70.216,61.091,84.3570213263616,75.662
0.537,4.635,74.267,5.177,73.615,58.759,50.308,69.719,61.217,84.7836437431639,75.456
0.547,4.809,74.628,5.451,73.302,58.795,49.825,69.217,61.661,83.7112642245264,75.248
0.558,4.787,71.688,5.522,72.986,59.209,49.343,68.711,61.77,82.6798978787991,75.039
0.563,4.974,69.092,5.812,72.663,59.44,48.868,68.201,62.461,81.5429507766076,74.829
0.571,4.934,68.709,5.859,72.337,59.827,48.397,67.687,62.485,80.3103075759742,74.617
0.579,3.836,68.766,4.574,72.007,60.08,47.926,67.169,63.233,79.7626699810563,74.404
0.583,2.834,68.453,3.392,71.675,60.219,47.457,66.648,63.971,79.3810336868308,74.19
0.587,1.982,68.992,2.375,71.344,60.778,46.989,66.123,64.072,79.0432397909621,73.975
0.582,4.378,69.031,4.396,71.015,61.188,46.522,65.593,64.924,79.3093047446726,73.759
0.586,7.019,69.999,6.58,70.685,61.379,46.053,65.06,64.987,79.5651006127844,73.541
0.586,5.357,68.045,5.228,70.654,61.933,45.686,65.106,65.873,79.2692012178801,73.395
0.585,3.26,65.897,3.491,70.635,62.123,45.28,65.161,65.922,78.8476971751244,73.219
0.589,3.142,67.225,3.376,70.609,62.215,44.815,65.223,66.049,78.4207687382243,73.025
0.599,3.057,66.576,3.293,70.589,62.686,44.337,65.288,66.825,78.0285804793918,72.824
0.601,3.359,65.152,3.486,69.941,61.9,43.687,64.668,66.385,78.0634242160399,72.132
0.6,3.49,64.176,3.629,69.882,61.63,43.468,64.846,66.014,77.8747219009555,71.772
0.773,4.693,19.097,12.996,58.062,74.6,43.38,33.427,79.8,43.1478787685029,65.492
0.774,5.602,17.749,15.003,58.995,74.7,43.0,34.717,80.2,43.7423163565475,65.607
0.776,6.705,15.886,16.472,59.337,75.0,42.38,34.978,79.9,42.5951632766382,65.374
0.782,6.615,14.552,15.537,60.184,75.2,41.76,35.71,80.2,43.0169470905986,65.879
0.784,6.797,13.435,15.983,60.881,75.0,41.32,36.413,80.3,41.891541527553,65.945
0.789,6.453,12.548,17.133,61.804,75.1,40.08,37.724,80.4,41.3056337959312,65.902
0.796,6.84,12.177,16.625,61.916,75.6,38.71,37.746,80.8,40.0181029880224,65.41
0.806,7.951,11.934,19.189,63.577,75.4,43.99,39.601,80.4,38.5501971286519,65.706
0.809,8.063,11.506,18.605,63.732,75.5,42.03,40.11,80.6,36.1996257261303,64.804
0.818,7.461,9.877,17.47,63.819,75.4,41.47,40.089,80.5,35.2008336141134,64.524
0.827,7.21,11.557,16.412,63.188,75.9,38.72,39.322,81.0,32.0215846611132,63.739
0.838,6.804,11.392,15.913,63.752,76.3,38.66,39.847,81.1,32.0593934626803,63.653
0.844,6.269,11.208,15.366,64.395,76.5,37.2,40.425,81.3,31.8840218044948,63.755
0.852,6.685,10.889,16.552,65.581,76.6,39.18,41.601,81.6,27.9986420836711,63.712
0.864,6.27,10.287,15.74,65.855,76.8,36.53,41.77,81.8,27.8507358755562,63.693
0.872,5.586,10.742,13.83,66.252,77.0,35.36,42.085,82.0,27.5339111909078,63.816
0.866,5.208,10.661,12.99,66.077,77.0,34.24,41.914,82.0,26.5466880735095,63.562
0.871,5.112,11.184,11.41,66.154,77.5,33.83,41.909,82.5,26.4418902947914,63.526
0.873,6.916,10.908,13.301,66.75,77.7,33.76,42.895,82.8,26.3613986070347,63.14
0.874,10.038,10.453,16.446,67.21,77.9,32.93,43.514,83.0,26.9905907422808,62.684
0.871,15.211,9.469,21.72,66.628,78.0,31.72,43.329,83.6,27.1539433737268,61.278
0.87,21.804,8.505,28.612,66.895,78.0,31.47,43.673,83.4,27.1888952559118,60.494
0.874,24.666,8.035,31.683,66.943,78.7,31.64,43.551,84.0,27.6458212404848,60.226
0.879,23.74,7.903,30.523,66.828,78.8,29.91,43.984,84.1,26.4748690050028,59.284
0.881,21.743,8.094,29.033,67.003,78.5,27.56,44.531,83.7,25.2076112773725,58.674
0.877,19.855,8.507,28.052,67.116,78.9,26.32,44.602,84.0,24.5004442183903,58.418
0.88,17.718,8.368,26.013,67.078,78.8,25.94,44.354,83.9,24.1084788151231,58.362
0.886,15.282,8.245,24.081,66.903,79.3,25.08,43.928,84.4,23.663517880652,58.335
0.89,13.705,8.309,21.208,67.039,79.2,23.5,44.08,84.2,21.7975170851836,58.239
0.887,13.207,8.421,19.274,66.008,78.8,22.77,43.268,83.9,21.38654333604,57.308
0.887,11.267,8.479,18.841,66.467,77.5,22.65,43.858,83.0,20.5128283179419,57.178
0.494,2.395,111.298,3.336,63.507,59.676,78.778,39.346,66.052,56.364456811943,86.06
0.497,2.35,111.619,3.288,63.628,59.737,78.446,39.592,66.373,56.352614716987,86.051
0.502,2.31,109.625,3.244,63.709,60.216,78.252,39.754,66.74,56.3803256007795,86.055
0.506,2.292,109.707,3.224,63.788,60.473,77.97,39.953,67.24,56.3967851693914,86.025
0.511,2.285,111.94,3.216,63.9,60.861,77.454,40.274,67.785,56.2997118054397,85.937
0.519,2.331,111.562,3.266,63.924,61.502,77.38,40.36,68.468,56.3245415040455,85.925
0.527,2.315,110.39,3.247,64.017,62.135,77.011,40.632,69.172,56.298179203656,85.836
0.535,2.311,112.566,3.243,64.137,62.713,76.511,40.99,69.736,56.0864456275734,85.702
0.544,2.268,107.407,3.196,64.205,63.421,76.219,41.227,70.529,55.9716842160615,85.591
0.551,2.303,109.177,3.234,64.261,63.983,75.99,41.418,71.105,55.8643905139799,85.499
0.556,2.436,110.434,3.376,64.261,64.467,76.02,41.508,71.602,56.6904788745339,85.405
0.561,2.436,106.66,3.375,64.333,64.887,75.778,41.746,72.042,57.4076927561823,85.29
0.566,2.491,99.616,3.432,64.352,65.286,75.755,41.866,72.447,58.1244496051958,85.201
0.57,2.755,96.107,3.386,64.399,65.645,75.606,42.078,72.809,56.6791744109476,85.069
0.574,2.849,93.434,3.465,63.976,65.737,74.43,41.981,72.701,56.2471823295945,84.281
0.58,2.741,90.832,3.357,63.551,66.307,73.245,41.893,73.423,55.7145217998709,83.479
0.59,2.62,91.574,3.234,63.123,66.618,72.05,41.814,73.682,55.2348598953129,82.664
0.599,2.672,90.46,3.275,62.692,66.907,70.844,41.745,73.899,54.7370442505499,81.834
0.606,3.015,89.986,3.586,62.258,67.245,69.626,41.686,74.127,54.4833986972491,80.99
0.613,3.313,89.008,3.845,61.821,67.55,68.395,41.637,74.29,54.2061951197988,80.13
0.617,2.896,90.535,3.714,63.01,67.907,70.668,40.139,74.525,44.8052700857953,83.618
0.62,2.38,90.895,3.455,67.02,68.265,76.305,45.026,74.731,56.1667245405017,86.118
0.623,2.691,83.341,3.668,61.99,68.591,67.305,39.727,74.927,47.7685698758519,81.632
0.64,2.377,81.595,3.395,62.402,68.882,70.148,40.023,75.1,46.0430109497039,82.363
0.629,2.006,80.387,3.559,62.404,69.075,72.431,38.484,75.178,45.9277096241745,83.701
0.633,2.134,77.794,3.473,62.515,69.359,71.106,39.568,75.392,45.1649269372275,82.748
0.636,1.946,78.608,3.53,62.659,69.613,73.592,38.699,75.52,45.7732572557805,84.161
0.64,2.022,76.279,2.817,62.298,69.896,71.74,38.449,75.571,46.124209659991,83.517
0.645,1.837,71.729,2.937,61.081,70.439,70.563,37.154,75.812,42.0031123896011,82.144
0.638,2.52,66.848,3.622,59.458,68.258,67.303,36.87,75.545,47.0787971200423,79.259
0.63,1.816,64.054,2.881,60.835,66.005,68.981,38.352,72.651,52.5237162267093,80.455
0.274,5.634,162.369,3.503,65.816,46.853,38.177,63.079,48.198,95.9417893366291,64.64
0.281,5.678,164.793,3.528,65.907,47.523,38.74,63.015,49.161,95.8927720242719,64.906
0.288,5.63,167.793,3.501,65.981,48.123,39.165,62.968,49.761,95.857777149503,65.096
0.294,5.544,162.901,3.452,66.027,48.358,39.452,62.936,49.945,95.7917508744048,65.224
0.302,5.461,157.848,3.406,66.054,49.127,39.627,62.917,50.568,95.7331626710278,65.297
0.31,5.494,166.65,3.424,66.145,49.88,40.207,62.852,51.173,95.6683880720384,65.557
0.32,5.425,165.377,3.385,66.225,50.644,40.62,62.812,52.033,95.6021364064005,65.746
0.33,5.49,159.451,3.422,66.274,51.578,40.876,62.79,52.489,95.5024400864863,65.868
0.338,5.533,161.96,3.446,66.29,51.921,41.004,62.779,52.763,95.4086433847841,65.916
0.345,5.71,158.157,3.545,66.275,52.096,40.969,62.788,52.832,95.2338953247325,65.897
