HDI,SL_UEM_TOTL_MA_ZS,SP_ADO_TFRT,SL_UEM_TOTL_FE_ZS,SL_TLF_ACTI_ZS,SP_DYN_LE00_MA_IN,SL_TLF_ACTI_1524_MA_ZS,SL_TLF_CACT_FE_ZS,SP_DYN_LE00_FE_IN,SL_EMP_VULN_FE_ZS,SL_TLF_CACT_MA_ZS
0.863,0.068,7.696,0.521,88.494,78.225,76.88,59.791,80.679,0.0516155989713748,96.124
0.864,0.08,7.069,0.45,88.647,78.314,65.91,61.094,80.937,0.0527289575578693,95.693
0.694,8.6,49.624,7.84,70.91,66.56,59.921,60.596,73.17,39.8299249520611,74.48
0.683,8.614,48.051,7.853,71.122,66.56,60.95,60.889,73.17,40.3347417327991,74.848
0.683,8.164,47.399,8.328,71.19,66.1,60.75,60.831,73.2,40.6660786383762,74.778
0.686,7.671,46.29,8.741,71.215,65.9,60.251,60.694,73.3,40.9735353323067,74.605
0.692,7.506,43.352,8.586,71.208,65.7,59.454,60.495,73.4,44.658441643661,74.345
0.698,6.249,41.228,7.317,70.652,65.3,56.263,57.433,73.1,41.5159497759917,72.734
0.701,5.186,41.832,5.897,71.461,65.2,50.052,59.68,73.0,44.7997620776101,72.82
0.706,5.77,41.657,5.47,70.28,66.1,49.88,58.604,73.7,45.5547584431773,72.125
0.714,6.866,40.796,5.534,69.84,67.0,47.739,58.681,74.2,47.0846956145014,71.722
0.721,7.492,39.544,6.382,69.584,67.7,45.655,58.208,74.8,47.9193812362624,71.14
0.727,7.049,36.16,6.01,68.341,67.6,43.144,57.109,74.9,47.7167762826412,69.776
0.734,8.549,33.81,7.599,64.31,67.4,41.668,51.304,74.8,40.5518780151658,64.8
0.733,7.43,35.027,6.38,63.465,67.7,38.787,49.098,75.1,40.0851739988465,63.356
0.74,9.031,35.948,6.158,63.984,68.0,40.423,48.732,75.3,33.3254261116111,63.059
0.75,7.781,38.192,6.431,62.347,68.4,35.903,46.904,75.6,33.8908313706774,61.575
0.768,8.227,40.107,6.115,63.759,68.7,35.108,47.874,75.8,32.0477347261022,62.664
0.78,7.231,42.254,5.411,63.228,69.2,35.885,47.499,76.1,32.7070725915501,62.651
0.807,6.69,47.617,4.677,63.177,69.2,35.861,46.845,76.1,31.6462595767939,62.817
0.819,7.677,48.499,5.845,63.565,69.7,35.821,46.667,77.1,31.6716220554775,62.869
0.813,7.569,41.957,6.179,64.586,69.8,36.649,46.216,77.3,33.6526775251115,64.26
0.813,7.748,38.316,6.467,63.885,70.8,35.378,46.117,78.2,32.5847767668398,62.786
0.807,7.35,37.965,6.08,64.644,70.9,35.384,46.272,78.1,32.5890506111034,63.664
0.811,7.716,35.351,6.315,64.79,71.6,35.221,46.031,78.7,31.875227506419,63.761
0.811,7.353,36.568,6.092,65.563,71.3,34.954,46.226,78.7,31.0071892015216,64.262
0.813,7.537,37.154,5.856,65.939,71.4,37.146,45.298,78.6,27.0705301442886,64.582
0.815,6.595,38.018,4.984,65.406,71.6,34.022,44.503,79.0,24.3351956524403,63.734
0.823,5.611,38.65,4.048,67.13,71.7,34.7,45.952,79.1,23.7959278580071,64.708
0.829,4.72,37.733,3.497,67.585,71.7,34.657,45.713,79.2,23.2342524684848,65.059
0.834,4.311,37.09,3.381,68.432,71.9,35.711,45.643,79.5,21.9241257332258,65.479
0.828,5.288,36.763,4.688,68.888,70.4,35.602,45.428,78.3,21.1619729196261,65.561
0.825,5.985,36.376,5.045,65.221,69.4,32.954,41.114,76.7,20.83235702367,61.942
0.738,5.143,53.841,5.124,75.989,63.45,55.674,58.96,73.75,0.481798160089489,75.701
0.726,5.19,50.713,5.17,75.611,62.0,58.3,58.094,71.99,0.519108251966315,75.252
0.708,5.937,48.362,5.817,73.648,58.97,56.58,56.031,71.2,0.733876737601532,73.25
0.696,8.291,48.647,7.951,71.594,57.55,55.31,54.057,71.73,1.08888134401936,71.217
0.696,9.677,44.733,9.197,71.24,58.12,54.67,53.574,71.59,1.54288904354512,70.742
0.706,10.002,39.661,9.302,70.148,59.62,50.66,52.724,72.4,1.76302773580659,69.505
0.715,12.138,36.031,11.448,68.614,60.85,46.17,51.695,72.84,2.56153652181568,67.743
0.719,13.542,32.493,12.951,67.457,61.22,43.45,51.024,73.13,2.5151115631519,66.487
0.722,13.17,28.775,12.9,71.031,59.87,49.48,54.463,72.4,2.74483222272239,69.223
0.733,10.779,27.227,10.369,70.981,59.03,47.46,54.618,72.26,2.85684208709758,69.035
0.743,9.339,27.556,8.599,69.473,58.92,44.84,53.472,72.17,2.99579696619304,67.531
0.749,8.144,27.901,7.604,70.05,58.68,43.98,54.275,71.9,3.19069429912803,67.383
0.757,8.46,28.179,7.95,69.925,58.53,42.53,54.067,71.85,3.37141479546779,66.941
0.764,7.996,29.03,7.516,70.88,58.91,43.06,54.636,72.36,3.44110905087213,67.527
0.767,7.302,29.35,6.933,71.481,58.92,42.49,55.04,72.47,3.60454225000146,67.75
0.778,7.421,30.797,6.691,71.993,60.43,42.18,55.447,73.34,3.7546691079285,67.965
0.789,6.351,31.402,5.641,72.922,61.46,42.73,56.031,74.02,3.96702856296139,69.091
0.793,6.465,32.75,5.945,73.225,61.92,46.16,56.036,74.28,4.15372809823686,70.239
0.791,8.909,32.782,7.669,72.979,62.87,45.8,56.248,74.79,4.69643002725704,70.258
0.797,7.878,30.579,6.838,72.677,63.09,45.61,55.963,74.88,4.99891410137557,70.605
0.807,6.97,29.884,6.09,72.933,64.04,45.77,56.255,75.61,5.3228738658398,70.839
0.811,5.792,29.423,5.071,73.119,64.56,43.87,56.19,75.86,5.15344689574944,70.939
0.816,5.762,28.497,5.141,73.225,65.13,44.1,55.907,76.3,5.48760918808894,71.057
0.818,5.48,27.6,4.82,73.544,65.29,43.05,55.798,76.47,5.35883709107098,71.179
0.823,5.817,24.819,5.307,73.823,65.92,41.87,55.553,76.71,5.39578299270824,71.298
0.826,5.758,21.888,5.348,74.422,66.5,41.87,55.719,77.06,5.51813490441796,71.575
0.827,5.36,18.286,5.05,74.362,67.51,39.22,55.371,77.64,5.16102413520573,71.231
0.836,4.913,16.24,4.783,74.646,67.75,37.54,55.519,77.82,4.81785379571726,71.087
0.839,4.655,14.95,4.335,74.083,68.24,36.51,54.955,78.17,4.68711092765995,70.246
0.826,5.643,14.833,5.533,74.181,66.49,35.37,54.807,76.43,4.82660228587846,69.781
0.818,4.647,14.988,4.797,75.238,64.21,34.61,55.276,74.77,4.84731046928567,70.442
0.279,11.551,55.243,13.033,62.233,38.147,48.862,54.356,41.756,97.2090804164238,68.943
0.28,11.044,56.229,12.498,62.272,39.2,49.267,54.316,42.153,96.9483223004116,69.047
0.281,10.467,54.041,11.886,62.392,38.784,50.188,54.22,42.451,96.6332480995373,69.403
0.289,10.635,51.633,12.065,62.657,39.662,51.704,54.067,43.651,96.3378522163283,70.091
0.303,10.944,49.402,12.393,62.981,43.38,53.237,53.92,45.794,96.004354434385,70.835
0.328,11.155,46.857,12.616,63.228,45.902,54.197,53.835,48.281,95.6817660869875,71.295
0.346,11.173,45.227,12.635,63.237,47.849,53.602,53.9,50.11,95.2481609055523,71.042
0.367,10.849,42.377,12.292,63.218,50.124,52.855,53.982,51.87,94.8949083979957,70.682
0.385,11.07,40.912,12.526,63.067,52.672,51.762,54.08,54.007,94.1716278809835,70.175
0.403,11.1,40.368,12.558,62.903,54.666,50.69,54.176,56.236,93.4897032359441,69.639
0.421,11.239,40.047,12.704,62.794,56.316,49.843,54.254,58.206,92.8277516062602,69.209
0.44,10.968,38.866,12.418,62.742,57.491,49.274,54.304,59.802,92.1543255005913,68.919
0.454,10.957,39.258,12.406,62.722,58.628,48.871,54.336,61.158,91.4089951446539,68.723
0.465,10.887,40.912,12.332,62.743,59.582,48.648,54.354,62.523,90.6676083693829,68.6
0.477,10.993,41.984,12.444,62.748,60.349,48.38,54.372,63.403,89.6736597057121,68.477
0.485,10.999,43.257,12.451,62.739,60.738,48.028,54.402,64.181,88.626189975324,68.305
0.493,11.115,42.69,12.573,62.748,61.247,47.772,54.424,65.09,87.4896900186391,68.173
0.501,11.019,41.899,12.472,62.689,61.946,47.385,54.465,65.873,86.3477929466163,67.965
0.502,11.112,41.516,12.571,62.562,62.571,46.882,54.515,66.089,84.9651281363292,67.712
0.507,11.176,40.447,12.637,62.458,62.764,46.426,54.563,66.906,83.6072455051399,67.473
0.509,11.162,39.296,12.623,62.391,63.219,46.088,54.602,67.16,82.9168922008716,67.276
0.518,11.109,36.756,12.567,62.294,63.33,45.533,54.663,67.924,82.1449101850615,66.988
0.52,11.187,34.437,12.65,62.229,63.556,45.133,54.705,68.104,81.2845998094985,66.784
0.522,10.234,32.922,11.356,62.081,64.013,45.547,54.143,68.266,80.9841784455487,67.218
0.531,10.516,32.702,12.078,60.199,64.18,44.288,51.846,68.48,80.8827786839522,65.671
0.535,10.872,32.333,12.904,64.56,64.358,50.495,56.633,68.996,80.3932755340425,69.234
0.539,14.301,32.444,17.466,60.025,63.798,41.133,52.498,68.164,80.1217965803268,64.257
0.668,12.542,98.744,22.649,67.401,68.265,69.883,48.371,72.858,20.4633204633204,78.615
0.674,12.531,94.68,22.628,67.579,68.127,68.787,48.866,73.436,20.4817209222495,78.278
0.676,12.704,91.658,22.909,67.79,68.588,68.646,49.364,73.594,21.0840048570482,77.943
0.677,12.906,87.175,23.036,68.016,68.58,68.387,49.864,73.359,21.0419774131685,77.607
0.679,12.233,84.444,21.072,68.26,68.582,68.123,50.367,73.399,22.44631747943,77.272
0.683,14.033,75.785,19.638,68.521,68.752,67.533,50.874,73.013,25.4386801449551,76.94
0.683,17.929,69.482,24.084,68.795,69.057,67.479,51.383,72.419,22.4944974321349,76.61
0.687,18.222,62.849,26.345,69.081,69.018,66.482,51.896,72.301,21.9434663536776,76.28
0.691,16.244,58.654,20.65,69.372,68.748,65.957,52.413,72.654,22.0126063384317,75.953
0.692,12.962,57.579,21.319,69.658,68.446,65.775,52.934,73.135,25.2106650533685,75.63
0.693,15.34,59.389,22.888,69.877,68.451,66.025,53.456,73.93,25.0428742925741,75.303
0.697,17.529,55.522,24.189,70.139,68.541,65.524,54.285,74.568,24.6902132681447,75.025
0.701,17.393,52.936,28.431,70.371,68.704,64.502,55.113,75.039,24.0057002202358,74.746
0.706,17.647,50.923,25.239,70.613,68.972,63.11,55.939,75.287,23.4375625575529,74.468
0.711,15.171,47.153,23.161,70.88,69.204,62.805,56.764,75.492,22.9493957703927,74.19
0.722,12.463,45.694,20.403,71.169,69.442,62.129,57.587,75.699,22.3613469156763,73.913
0.721,10.132,45.207,18.743,71.47,69.652,62.12,58.408,75.746,22.3627982098994,73.637
0.73,11.04,42.173,14.75,71.788,69.849,61.689,59.226,75.735,22.185853673743,73.361
0.733,14.423,41.246,16.498,72.122,69.844,62.378,60.043,75.808,21.8868975763767,73.087
0.731,16.04,40.43,18.385,72.435,69.929,62.411,60.861,75.707,21.6458730256284,72.82
0.737,17.646,39.74,20.262,72.722,70.261,61.451,61.681,75.796,21.3316667174781,72.558
0.731,17.124,39.099,21.232,74.827,70.208,60.903,64.482,75.724,20.9856083733101,73.661
0.723,20.699,38.761,23.975,75.047,69.894,62.821,63.299,75.781,20.6345362073142,75.314
0.727,19.978,40.487,23.389,75.307,69.862,62.785,63.62,76.104,20.1805629314923,75.483
0.736,19.148,39.705,22.689,75.566,70.107,63.276,63.941,76.401,19.7915171007667,75.652
0.744,18.055,39.327,21.701,75.835,69.911,63.032,64.26,76.582,19.485950044603,75.82
0.742,17.138,38.726,20.901,76.124,69.793,62.922,64.577,76.758,19.1500923812629,75.985
0.744,17.592,38.533,20.881,76.363,70.023,63.741,64.704,76.968,18.8850997556456,76.551
0.733,13.837,38.493,17.007,75.025,70.1,58.195,64.968,77.058,18.8035267665412,74.078
0.724,18.751,37.408,22.262,72.347,70.042,52.723,61.856,77.055,17.1192676008874,71.142
0.717,17.757,36.918,21.609,74.677,67.838,58.732,63.792,74.717,17.9311824496473,73.28
0.691,22.0,77.067,18.809,68.911,68.808,68.232,48.994,74.172,17.5161332806533,77.594
0.697,22.622,74.377,18.618,68.992,69.264,68.061,49.372,74.859,17.6604165314994,77.33
0.704,22.119,73.74,18.22,69.3,69.327,67.085,50.196,75.308,17.5831121223613,76.988
0.712,21.434,71.255,17.685,69.69,69.821,65.883,51.142,75.118,17.4617793332105,76.626
0.719,20.966,67.632,17.311,69.94,70.711,65.298,51.73,75.555,17.1650789822742,76.34
0.727,20.898,64.859,17.24,70.129,71.071,64.936,52.176,76.2,17.0769505871133,76.073
0.737,20.594,63.434,16.99,70.543,71.489,64.039,53.043,76.82,16.9261267564573,75.808
0.747,20.362,63.173,16.795,70.774,72.245,63.919,53.455,77.428,16.4653784219002,75.667
0.752,20.222,64.592,16.669,70.935,72.35,64.109,53.683,78.117,16.5613435809849,75.572
0.756,20.861,67.32,17.148,70.936,72.571,65.058,53.514,77.921,16.5970593283368,75.569
0.756,21.48,65.682,17.61,70.881,72.24,66.328,53.193,77.55,16.6916772480665,75.604
0.759,21.562,64.403,17.672,70.971,72.221,66.764,53.178,77.318,16.7916907097519,75.574
0.762,21.359,64.478,17.52,71.15,71.665,66.914,53.358,77.046,16.8398094472824,75.494
0.766,20.812,63.243,17.112,71.35,71.443,67.069,53.579,76.548,16.808970856102,75.409
0.772,20.681,61.615,17.013,71.524,71.974,67.443,53.708,77.427,16.9172292505815,75.364
0.777,20.562,57.221,16.924,71.712,71.99,67.838,53.811,77.259,16.8928086838535,75.355
0.783,20.441,53.897,16.834,71.944,71.894,67.646,54.054,77.102,16.953538080774,75.252
0.789,20.409,52.185,16.81,72.137,71.98,67.682,54.207,77.052,16.8917782884044,75.169
0.793,20.399,50.273,16.803,72.38,71.816,67.52,54.467,76.863,16.8382966880045,75.077
0.789,20.695,49.592,17.026,72.546,70.533,67.791,54.52,75.58,17.0148754805282,75.057
0.785,22.472,48.417,18.084,70.188,69.812,63.964,52.563,74.944,17.3719897124153,72.617
0.773,22.135,47.871,18.064,71.138,67.354,64.795,53.654,72.396,17.3766367430956,73.181
0.651,2.832,49.772,3.958,58.675,66.552,56.784,42.551,72.536,32.5171207567621,68.135
0.659,3.069,49.414,4.291,58.397,66.85,56.123,42.257,72.797,32.5320197044335,67.896
0.661,3.301,48.481,4.616,58.427,67.146,56.108,42.266,73.057,32.6270979106522,67.914
0.664,3.602,47.13,5.034,58.379,67.461,55.92,42.198,73.315,32.5953379498683,67.862
0.668,3.914,45.226,5.469,58.333,67.76,55.732,42.13,73.569,32.6962357747301,67.808
0.672,4.13,43.989,5.772,58.076,68.063,55.076,41.866,73.828,32.726564781466,67.559
0.679,4.332,42.727,6.056,57.831,68.349,54.424,41.622,74.071,32.7108727450024,67.308
0.678,4.365,41.451,6.056,57.71,68.615,54.028,41.49,74.309,32.7845765345766,67.164
0.683,4.435,41.047,6.105,57.587,68.845,53.611,41.36,74.497,32.6679555340744,67.013
0.688,4.557,39.631,6.224,57.46,69.036,53.19,41.236,74.694,32.7058257101589,66.858
0.692,4.616,38.018,6.258,57.351,69.136,52.825,41.134,74.686,32.6185803857751,66.724
0.695,4.724,36.412,6.358,57.32,69.385,52.69,41.106,74.964,32.6289856445729,66.687
0.7,4.828,36.928,6.451,57.094,69.481,52.133,40.951,75.014,32.4833286371748,66.457
0.702,4.94,38.549,6.554,57.077,69.55,52.112,40.953,75.042,32.5058004640372,66.46
0.693,5.047,40.969,6.651,57.305,67.844,52.71,41.136,72.494,32.6729057292856,66.737
0.704,5.043,44.112,6.606,57.3,69.702,52.755,41.155,75.048,32.3305561810403,66.766
0.706,5.111,46.253,6.652,57.144,69.77,52.434,41.063,74.983,31.9183091055025,66.633
0.703,7.853,50.659,10.277,57.337,69.709,52.993,41.237,74.848,31.7205526927812,66.888
0.704,7.857,49.912,10.312,57.369,69.916,53.176,41.299,75.099,31.5787107794659,66.977
0.707,7.801,49.526,10.271,57.386,70.015,53.294,41.342,75.142,31.3258885048303,67.04
0.71,7.255,48.438,11.675,57.232,70.077,52.969,41.245,75.188,31.0586137731223,66.912
0.714,6.721,46.457,13.006,56.941,70.107,52.253,41.044,75.215,30.706716954023,66.609
0.714,6.323,46.493,14.539,56.942,70.158,52.211,41.044,75.27,30.2774644710129,66.609
0.713,6.388,46.114,14.685,57.084,70.211,52.481,41.134,75.314,29.8357298668922,66.753
0.712,6.439,45.195,14.799,57.003,69.767,52.181,41.062,74.805,29.075452583359,66.638
0.712,7.078,44.192,15.83,56.509,70.341,51.685,40.683,75.459,29.2396109637489,66.022
0.708,7.193,43.589,16.228,56.615,70.312,51.507,40.98,75.503,29.2125134843582,65.893
0.48,12.745,111.472,18.139,58.994,59.392,60.047,36.6,63.571,80.6724341329139,76.447
0.481,12.929,111.682,18.386,58.89,59.168,59.404,36.661,63.513,80.556625577812,76.192
0.481,12.701,112.018,18.079,58.761,58.954,58.614,36.728,63.441,80.4419061885591,75.871
0.483,12.635,113.178,17.989,58.6,58.876,57.635,36.807,63.384,80.3118730621923,75.47
0.484,12.545,114.396,17.868,58.395,58.904,56.442,36.904,63.321,80.1667553663296,74.992
0.487,12.521,117.293,17.835,58.221,58.991,55.51,36.981,63.309,80.0138252829863,74.626
0.488,12.608,115.731,17.951,58.003,59.127,54.395,37.074,63.331,79.8415641328164,74.177
0.49,12.573,119.931,17.904,57.766,59.069,53.226,37.174,63.408,79.5687464130524,73.691
0.495,12.504,121.907,17.81,57.538,59.46,52.17,37.265,63.405,79.2520532652899,73.242
0.498,12.546,124.946,17.866,57.332,59.931,51.311,37.336,63.43,78.8175807078958,72.874
0.504,10.164,128.02,26.096,57.192,60.362,50.781,37.378,63.739,78.7625559213303,72.631
0.508,12.834,128.147,26.559,57.091,60.838,50.38,37.397,64.403,78.2223326706428,72.421
0.516,10.942,126.014,26.478,57.058,61.34,50.24,37.385,65.037,77.9722535892886,72.3
0.522,11.596,123.781,24.603,57.055,61.62,50.296,37.357,65.923,77.3505257502494,72.278
0.529,11.406,119.936,26.017,57.088,61.463,50.547,37.317,66.06,77.0206264323912,72.337
0.539,11.706,116.508,25.965,57.02,62.051,50.198,37.336,66.871,76.6405959031657,72.135
0.543,11.303,116.116,25.07,56.937,62.557,49.873,37.352,66.993,76.1103924105218,71.967
0.544,10.93,117.351,24.237,56.875,62.79,49.649,37.363,67.496,75.5297714166609,71.826
0.55,10.915,118.474,24.157,56.801,62.645,49.467,37.368,67.765,74.8099375509096,71.724
0.553,10.325,119.117,22.87,56.743,62.86,49.358,37.372,67.812,74.3015665796345,71.642
0.556,10.02,115.102,22.181,56.7,62.699,49.386,37.364,67.27,73.7341772151899,71.628
0.562,9.572,111.445,21.192,56.69,63.146,49.507,37.345,68.601,73.0585204269415,71.652
0.573,9.691,103.828,21.441,56.706,63.864,49.632,37.326,69.034,72.3820483314155,71.665
0.584,9.589,99.612,21.228,56.71,64.119,49.632,37.323,69.895,71.6432092166993,71.619
0.595,9.557,95.992,21.16,56.681,64.649,49.42,37.34,70.16,70.974317162658,71.493
0.599,9.595,91.146,21.24,56.629,64.93,49.017,37.379,70.376,70.1753383973956,71.286
0.604,9.741,86.522,21.543,56.559,65.532,48.464,37.437,71.377,69.3390144082525,71.022
0.607,9.789,82.714,21.642,56.471,65.653,47.765,37.511,71.445,68.58348865256,70.702
0.608,9.891,82.123,21.853,56.366,65.831,46.97,37.593,71.62,67.7483372666809,70.343
0.609,10.923,81.252,23.616,55.811,65.16,46.1,37.225,70.878,67.9543128064221,69.711
0.609,10.947,79.418,23.571,56.116,65.161,45.927,37.766,70.419,67.6391890501183,69.894
0.707,7.553,68.96,4.984,54.696,68.065,49.344,14.172,71.301,1.78778957155032,77.974
0.713,7.461,64.868,4.94,54.953,68.639,49.2,14.167,71.876,1.80845743860112,78.322
0.717,7.234,56.751,5.528,54.329,69.082,46.297,14.431,72.171,1.78248783265203,77.267
0.72,6.928,49.751,6.128,53.369,69.419,43.418,14.633,72.686,1.75938503800695,75.673
0.724,6.375,43.043,6.616,52.524,69.825,40.583,14.879,72.806,1.7366325206518,74.218
0.728,5.668,37.5,6.995,51.878,69.992,37.81,15.183,73.225,1.71296422009214,73.033
0.732,5.02,33.191,7.417,51.388,70.207,35.114,15.525,73.407,1.68520236990506,72.07
0.738,4.339,29.399,7.794,51.091,70.719,32.51,15.91,73.577,1.65852301801504,71.356
0.74,3.766,30.214,8.319,51.02,70.811,30.01,16.341,74.082,1.63803859803431,71.069
0.746,3.872,30.536,9.567,52.372,71.128,31.24,16.098,74.394,1.60405659247252,73.767
0.752,3.966,26.973,9.366,52.696,71.774,30.73,15.987,74.62,1.57313585202315,74.297
0.756,4.345,23.79,11.878,53.362,72.128,30.47,16.185,74.94,1.54302881406375,75.074
0.765,4.503,20.997,12.931,54.165,72.388,30.314,16.898,75.22,1.51202788741321,75.872
0.775,4.63,18.848,13.777,54.662,72.728,30.159,17.564,75.953,1.48807685597848,76.364
0.783,4.729,17.406,14.465,54.577,73.269,30.004,18.171,76.211,1.46211165490863,76.047
0.785,4.808,16.41,14.994,54.218,73.526,29.85,18.789,76.425,1.43778721784154,75.249
0.786,4.301,16.076,14.516,53.875,73.829,27.85,18.441,76.61,1.40823759264372,75.257
0.794,3.629,15.09,14.128,53.715,74.095,26.93,18.239,76.84,1.37215681309871,75.199
0.798,3.626,14.191,16.373,53.433,74.334,24.8,17.946,76.932,1.34143504766814,75.104
0.805,3.502,13.677,17.641,54.379,74.519,26.383,19.207,77.572,1.29769125490071,75.999
0.816,3.357,13.433,19.25,55.413,75.124,28.03,20.463,77.833,1.24489457687489,77.031
0.824,2.918,13.452,20.529,56.432,75.33,27.38,21.024,78.084,1.1949896527194,78.579
0.831,2.855,13.334,21.109,57.1,75.487,27.67,20.775,78.254,1.14847207312753,79.817
0.836,2.919,12.97,22.409,57.297,75.611,27.89,20.981,78.393,1.10666738997868,79.89
0.842,2.488,12.657,22.186,57.97,75.766,25.95,22.166,78.555,1.08472971934291,79.939
0.846,2.545,12.375,21.481,58.813,75.861,28.17,23.235,78.716,1.05460729442364,79.972
0.849,3.267,12.179,21.613,56.974,75.917,26.2,20.098,78.796,1.01557614033649,78.771
0.856,3.276,11.984,21.102,57.697,75.921,28.74,22.028,78.911,0.997202658152624,78.635
0.862,2.512,12.034,21.384,59.657,76.07,29.12,24.565,78.909,4.34930186601814,80.402
0.861,4.167,12.032,21.032,61.41,74.966,33.54,29.548,77.992,3.96088850857953,80.082
0.867,3.499,11.937,17.425,62.938,75.59,35.67,34.561,78.771,4.36401813561223,79.496
0.372,4.702,113.257,8.042,52.559,55.045,59.683,32.533,59.321,87.5568526379624,70.515
0.373,4.809,113.831,8.207,52.5,55.079,59.285,32.578,59.221,87.4283087196452,70.389
0.373,4.715,109.902,8.061,52.427,55.041,58.802,32.63,59.013,87.2811247167669,70.228
0.373,4.824,105.906,8.229,52.322,55.176,58.135,32.699,58.772,86.9596493552187,70.001
0.375,4.643,104.541,7.946,52.21,55.148,57.332,32.791,58.554,86.850352214133,69.698
0.376,4.611,104.179,7.897,52.168,55.089,57.071,32.837,58.266,86.5996184869127,69.631
0.377,4.481,104.559,7.694,52.098,54.979,56.606,32.907,58.21,86.3662631664111,69.482
0.379,4.458,103.785,7.657,52.013,54.908,56.01,32.992,57.922,86.170968299633,69.268
0.382,4.29,101.665,7.393,51.919,55.348,55.351,33.079,57.846,86.0333691495218,69.018
0.388,4.253,100.189,7.334,51.813,55.758,54.656,33.164,58.097,85.6523024768681,68.757
0.395,4.306,97.69,7.417,51.745,56.36,54.209,33.224,58.73,85.1333358952391,68.59
0.399,4.541,95.218,7.783,51.655,57.165,53.663,33.285,59.251,84.2416196920313,68.397
0.407,5.384,95.615,9.24,51.584,57.857,53.168,33.347,60.338,83.614776326884,68.196
0.414,6.277,93.005,10.776,51.515,58.86,52.69,33.406,61.136,82.9297874004528,68.005
0.421,6.926,91.502,11.93,51.451,59.694,52.266,33.458,62.072,82.253965176415,67.835
0.429,8.029,93.5,13.794,51.414,60.451,52.049,33.487,62.979,81.4973716193461,67.762
0.442,8.146,90.84,13.944,50.91,61.14,49.87,33.552,63.87,80.7209835255203,66.672
0.454,8.178,88.049,13.959,50.407,61.755,47.708,33.624,64.647,79.8663027140411,65.572
0.461,8.135,85.944,13.86,49.905,62.236,45.567,33.702,65.524,78.9925260582498,64.465
0.47,8.082,81.803,13.744,49.406,62.805,43.452,33.787,66.334,78.1797118884313,63.35
0.483,8.241,80.87,13.954,48.908,63.255,41.365,33.877,67.174,77.1916929358892,62.228
0.491,7.798,80.102,12.247,48.407,63.357,39.31,33.973,67.456,76.264544647106,61.098
0.497,7.515,77.179,10.788,47.902,63.803,37.293,34.076,68.236,75.1155434640095,59.962
0.501,6.864,75.559,8.901,47.39,64.367,35.314,34.182,68.411,74.4047822745981,58.815
0.501,6.402,73.748,7.314,46.882,64.549,33.376,34.29,69.085,73.4269782274141,57.657
0.51,4.253,71.999,4.764,51.524,65.073,41.387,38.984,69.787,82.4795610155207,62.211
0.511,4.389,69.81,3.623,47.122,65.295,31.914,35.681,70.066,80.2307933731651,57.193
0.515,3.073,69.254,4.341,50.344,65.78,35.239,37.148,70.258,78.5438823431183,62.443
0.514,2.744,68.488,3.044,52.006,65.947,41.324,37.656,70.954,77.0095678747893,64.833
0.514,3.26,67.617,3.464,51.506,65.587,40.958,37.29,70.271,76.9526239767275,64.203
0.512,3.235,66.454,3.457,52.047,64.752,40.681,38.121,69.284,76.6377184175241,64.482
0.675,11.305,29.688,16.107,64.327,68.669,49.619,47.673,74.861,38.1488847462373,67.287
0.679,11.32,28.31,15.628,64.043,68.475,49.003,47.222,74.646,38.1880100407227,66.636
0.685,12.11,26.646,15.981,63.819,68.599,48.271,46.81,74.719,37.957834653327,66.006
0.686,11.818,21.389,16.125,63.819,68.139,47.889,46.58,74.388,37.2749830077853,65.627
0.677,11.728,23.012,16.238,64.341,66.613,48.867,46.84,72.973,36.6238302262177,65.971
0.689,10.85,24.61,14.848,64.258,68.9,48.23,46.526,74.4,35.71083172147,65.496
0.699,11.093,26.338,14.991,64.181,69.6,47.51,46.199,75.0,35.2837701435429,65.03
0.701,12.32,25.38,15.698,64.109,69.7,46.824,45.887,75.0,34.849200463827,64.607
0.71,14.328,24.377,16.318,64.032,69.9,46.318,45.596,75.1,34.4065795016839,64.26
0.721,15.086,21.578,22.884,63.809,70.0,45.289,45.189,75.5,33.3148958723754,63.742
0.732,16.735,20.857,26.14,63.645,70.2,44.609,44.85,75.6,32.4694284263465,63.388
0.743,17.896,19.901,24.65,63.553,70.8,43.95,44.594,76.1,31.2582341515917,63.129
0.753,15.746,20.62,20.972,63.888,70.9,38.06,45.19,76.5,29.9948645162334,62.669
0.764,11.862,21.059,15.939,63.184,71.3,37.47,44.653,76.6,29.0823810533213,61.793
0.766,14.761,20.584,17.831,61.493,71.4,32.95,43.004,76.7,27.1407533811084,59.783
0.768,18.404,20.207,20.213,60.501,71.8,33.96,41.648,77.0,26.4985247513933,58.592
0.773,22.396,19.317,23.685,61.426,72.0,35.44,41.492,77.2,23.8514103003732,59.016
0.78,23.252,19.294,24.961,62.197,72.3,36.61,41.847,77.5,23.5773996770639,59.574
0.785,20.845,18.644,23.811,63.325,72.6,34.03,42.941,77.9,25.7282838746151,60.622
0.787,18.318,18.805,20.356,63.977,72.8,35.26,43.634,78.0,24.7250614896692,61.012
0.794,16.799,17.501,18.747,64.244,72.8,35.43,43.312,77.9,22.3906547725784,60.753
0.8,14.585,15.967,16.095,66.111,73.2,36.79,45.324,78.3,24.6128019693662,62.317
0.802,12.837,14.763,14.267,67.125,73.1,36.83,46.161,78.1,22.8999530288877,62.82
0.808,11.95,13.429,13.689,68.196,73.5,36.3,46.529,78.4,21.4534394155849,63.583
